passID,timestamp,stationRef,vehicleRef,charge,tagAbbr,home
MFO0707298,21-4-2019 10:57,NE14,IA29IQS63679,1,NE,true
AJA1395980,21-4-2019 12:00,KO01,ED51EWW52190,2.8,KO,true
WCS6127631,21-4-2019 13:41,EG09,CR31GMR97972,1.5,EG,true
SLT1791965,21-4-2019 14:46,KO04,RV87TIY76692,2.5,KO,true
VLY7142348,21-4-2019 15:03,MR06,EZ65FLV39493,2.8,MR,true
VSX6918360,21-4-2019 15:06,GF00,SL09NOT64494,2.5,GF,true
MVN2209800,21-4-2019 15:27,EG11,QR03XCJ37459,3.1,OO,false
QCL3557652,21-4-2019 15:29,OO02,AT19HLV57173,2.8,OO,true
PRR3540802,21-4-2019 15:39,GF00,BY85QGR11636,2.5,GF,true
IMM8782440,21-4-2019 15:55,KO02,QW79CHL42244,2.8,KO,true
ZYH3196209,21-4-2019 16:07,NE00,EC02LZC49528,1,EG,false
VFO0617815,21-4-2019 16:14,MR00,XV91YMP27722,2.5,MR,true
TPS3089546,21-4-2019 16:15,GF00,YX66XYW62640,3.1,GF,true
FUR2535830,21-4-2019 16:55,KO00,KB55KTM48860,2.5,KO,true
CTS0634291,21-4-2019 17:40,EG01,TE24LCO18661,1.25,EG,true
YSR2056757,21-4-2019 20:17,NE09,NY14GZR94632,2.8,NE,true
RYC4663948,21-4-2019 21:01,GF00,MP14WFM40909,2.8,GF,true
CEW3448576,21-4-2019 21:10,OO09,EE22TMX10817,2,OO,true
YIZ3983834,21-4-2019 21:30,MR05,KF48RSD79865,2.8,MR,true
AUR2135451,21-4-2019 21:33,NE02,IA29IQS63679,1,NE,true
QYT1030269,21-4-2019 21:40,AO09,RR73DWB65452,2.8,AO,true
PIL9860313,21-4-2019 22:06,AO03,FY47TUN40300,2.8,NE,false
QHA9047994,22-4-2019 00:09,MR02,BI87HYL81972,1,MR,true
YEU9653345,22-4-2019 00:39,NE01,FY47TUN40300,1,NE,true
BPL5741588,22-4-2019 00:45,GF00,BY85QGR11636,2.5,GF,true
WHG8703084,22-4-2019 01:58,KO08,ED51EWW52190,2.8,KO,true
GRM1932555,22-4-2019 03:35,EG08,ED51EWW52190,1.25,KO,false
TUS1553881,22-4-2019 04:14,OO11,YL27IFD65117,1,AO,false
LJT6399933,22-4-2019 05:10,OO13,UA13YTK28483,2.2,MR,false
APM4047996,22-4-2019 05:57,KO01,IO09FGE68100,2.8,GF,false
LNT2410595,22-4-2019 06:36,KO05,HW75BKT77773,2.2,KO,true
OSX6633272,22-4-2019 06:47,MR04,QO68DIC93032,2.5,MR,true
UIG4095731,22-4-2019 07:22,OO06,QR03XCJ37459,2.2,OO,true
YPM2847297,22-4-2019 09:28,KO08,QP02SYE47964,2.8,NE,false
HZR4142794,22-4-2019 10:38,EG04,TE24LCO18661,1.25,EG,true
VNM6203421,22-4-2019 11:30,EG00,XE59BZM26378,2.5,EG,true
ADD8543592,22-4-2019 11:51,NE05,VX68BAR38623,1.5,NE,true
OAW0267557,22-4-2019 13:45,EG10,EC02LZC49528,2.8,EG,true
XXU2487230,22-4-2019 14:49,KO05,JO50FSF60755,2.2,KO,true
YJD3114923,22-4-2019 15:13,NE14,WY00MLL63827,2.2,KO,false
BVE0246714,22-4-2019 16:20,MR05,QO68DIC93032,2.5,MR,true
WPV0581143,22-4-2019 18:06,NE09,IA29IQS63679,1,NE,true
DDO1087287,22-4-2019 20:04,KO01,ED51EWW52190,2.8,KO,true
FDU7858765,22-4-2019 20:16,MR02,EZ65FLV39493,2.8,MR,true
PFL3771946,22-4-2019 23:03,NE01,IC95TLY24827,2.5,OO,false
SRW6369948,22-4-2019 23:20,KO07,WY00MLL63827,1,KO,true
JCT9360533,22-4-2019 23:24,KO08,KB55KTM48860,2.5,KO,true
CVC0480627,22-4-2019 23:39,MR08,HR53SRO94328,2,MR,true
KHR0978233,22-4-2019 23:40,KO06,DO24BCW15511,1.25,KO,true
MJX4497722,22-4-2019 23:45,KO06,DO24BCW15511,1.25,KO,true
JPY0062112,23-4-2019 00:12,MR00,QN23UHH39091,2.8,MR,true
ABR4050416,23-4-2019 02:32,EG02,XE59BZM26378,2.5,EG,true
RYH6378851,23-4-2019 02:36,AO07,OC94ASJ72024,2.8,AO,true
UBX8494091,23-4-2019 03:04,GF00,WU78BMX13511,1,GF,true
KNB1630951,23-4-2019 03:31,GF00,IO09FGE68100,2.8,GF,true
KYX7201943,23-4-2019 03:51,EG03,IW53OQE31439,2.8,EG,true
RHM7856014,23-4-2019 06:00,AO13,OC94ASJ72024,1,AO,true
UFO2127376,23-4-2019 07:37,EG01,CM15YCB60994,2,EG,true
VBZ6869585,23-4-2019 08:07,GF00,LM86GYO69819,2.8,GF,true
HLB5770015,23-4-2019 08:21,NE13,NY14GZR94632,2.8,NE,true
ONB6181203,23-4-2019 08:29,MR00,HE38BQH01623,2.8,MR,true
JHA6208298,23-4-2019 08:52,NE06,PD45WOT56494,2,NE,true
RRO9573148,23-4-2019 12:13,GF00,BY85QGR11636,2.5,GF,true
EFS2267162,23-4-2019 12:26,AO10,SY96JDQ97089,1.5,AO,true
KRX4559487,23-4-2019 14:19,MR07,UA13YTK28483,2.8,MR,true
CCT0668020,23-4-2019 14:20,EG12,JD78PQD35395,1,EG,true
GQI8862000,23-4-2019 14:37,MR08,HR53SRO94328,13,MR,true
AZX9883224,23-4-2019 14:57,NE15,JV67MTI17124,2.5,NE,true
PCD1587967,23-4-2019 15:03,KO02,JO50FSF60755,2.2,KO,true
RGE7245689,23-4-2019 16:45,MR05,HE38BQH01623,2.8,MR,true
NUJ7978101,23-4-2019 16:57,OO09,CK97FAU13897,3.1,GF,false
NKV5728389,23-4-2019 17:07,EG12,BZ76ROL87339,1.25,AO,false
TOS7497815,23-4-2019 17:08,GF00,IO09FGE68100,2.8,GF,true
PZK4364848,23-4-2019 17:48,GF00,XF28DGK65250,2,GF,true
YAA7143074,23-4-2019 18:28,EG04,NY14GZR94632,1,NE,false
YIM7478678,23-4-2019 19:34,GF00,PF04UCA93312,3.1,GF,true
LOO7004878,23-4-2019 20:06,NE01,EV77EDV52985,1,NE,true
UHT2619377,23-4-2019 22:37,MR05,EZ65FLV39493,2.8,MR,true
MPE0081835,23-4-2019 23:27,GF00,UF84JOS00561,2.8,GF,true
SRG7535268,23-4-2019 23:44,AO11,CM15YCB60994,2.8,EG,false
AIR2488773,23-4-2019 23:59,EG10,DW44ZOO26361,2.5,EG,true
OEF7673968,24-4-2019 00:37,AO16,DP11ENT03275,3.1,AO,true
ROI8989152,24-4-2019 01:45,KO00,KB55KTM48860,2.5,KO,true
NQM3281823,24-4-2019 02:17,OO11,VJ92OYV94295,2.5,OO,true
WCT7221281,24-4-2019 04:13,MR05,QO68DIC93032,2.5,MR,true
VUM4351750,24-4-2019 04:17,OO03,QR03XCJ37459,2.8,OO,true
SYR3423780,24-4-2019 05:23,KO06,KB55KTM48860,2.5,KO,true
KRP6540501,24-4-2019 05:55,OO03,CM15YCB60994,1,EG,false
HCH8515212,24-4-2019 05:56,MR07,HE38BQH01623,2.8,MR,true
ASK7115351,24-4-2019 06:55,GF00,KW50MJG67260,2.2,GF,true
KJJ9880491,24-4-2019 08:30,AO14,PE73VJU23485,2.8,AO,true
RDV5862999,24-4-2019 10:09,AO00,BZ76ROL87339,1,AO,true
VOW9630177,24-4-2019 12:48,MR02,HE38BQH01623,2.8,MR,true
YDQ1663345,24-4-2019 12:58,NE12,IA29IQS63679,1,NE,true
VXY6493324,24-4-2019 12:58,MR03,PE73VJU23485,1.5,AO,false
MST1319488,24-4-2019 14:35,NE09,WU78BMX13511,2.2,GF,false
GPV2511994,24-4-2019 14:42,GF00,PF04UCA93312,3.1,GF,true
OTY7126783,24-4-2019 14:47,AO18,IW53OQE31439,2.8,EG,false
BDT7071266,24-4-2019 15:33,AO12,YL27IFD65117,2,AO,true
JYX1443695,24-4-2019 16:00,NE13,QW79CHL42244,3.1,KO,false
QTG1737153,24-4-2019 18:13,AO09,BM25PHF40639,13,AO,true
ZIQ0909120,24-4-2019 19:15,EG05,JD78PQD35395,1,EG,true
MVO3093234,24-4-2019 19:29,KO02,YH66OKD41942,2.8,KO,true
ALU8820038,24-4-2019 21:39,GF00,SL09NOT64494,2.5,GF,true
NPM4116737,24-4-2019 21:45,AO18,YL27IFD65117,2,AO,true
XHQ7106212,25-4-2019 00:03,EG02,IW53OQE31439,2.8,EG,true
GTJ3676980,25-4-2019 03:28,AO05,OC94ASJ72024,1,AO,true
DLJ7022403,25-4-2019 03:44,AO10,YL27IFD65117,2,AO,true
DBD4742729,25-4-2019 04:24,MR04,QO68DIC93032,2.5,MR,true
DCM2417695,25-4-2019 04:27,EG05,TE24LCO18661,1.25,EG,true
DQU0273761,25-4-2019 04:38,GF00,XF28DGK65250,2,GF,true
NLR9249825,25-4-2019 04:49,KO00,ED51EWW52190,2.8,KO,true
KXE1484814,25-4-2019 06:03,NE03,ZY93PCY41868,2.8,KO,false
SXD3875281,25-4-2019 06:19,EG03,MU06LHX94338,1.5,EG,true
LVV7718163,25-4-2019 07:10,EG09,EC02LZC49528,2.8,EG,true
IVD5867047,25-4-2019 07:30,KO01,KB55KTM48860,2.5,KO,true
ADO2693082,25-4-2019 08:06,EG11,TZ48CCW54765,3.1,EG,true
BZQ4271898,25-4-2019 08:13,OO09,AT19HLV57173,2.8,OO,true
YVC5795016,25-4-2019 08:26,NE13,PM58XHX45588,1.5,NE,true
TKO5519017,25-4-2019 08:31,GF00,WU78BMX13511,1,GF,true
ITD8045709,25-4-2019 08:53,EG11,QN23UHH39091,3.1,MR,false
UHB0337677,25-4-2019 10:10,EG10,XE59BZM26378,2.5,EG,true
EUZ5302832,25-4-2019 11:10,KO06,KB55KTM48860,2.5,KO,true
VOA4020111,25-4-2019 11:18,AO10,SY96JDQ97089,1.5,AO,true
JYV6306139,25-4-2019 13:21,OO05,AT19HLV57173,2.8,OO,true
DWH5451610,25-4-2019 13:22,GF00,SL09NOT64494,2.5,GF,true
PKQ6124921,25-4-2019 14:09,OO07,LC72NRN52084,3.1,OO,true
GOT1059845,25-4-2019 16:08,GF00,WU78BMX13511,1,GF,true
PKO6096910,25-4-2019 16:22,NE01,IA29IQS63679,1,NE,true
DLL5320657,25-4-2019 16:27,GF00,XF28DGK65250,2,GF,true
MQE6904561,25-4-2019 16:29,KO08,EV77EDV52985,1.5,NE,false
CDE9612093,25-4-2019 16:57,EG09,EC02LZC49528,2.8,EG,true
LBC8097103,25-4-2019 17:28,MR05,EZ65FLV39493,2.8,MR,true
MQF0926663,25-4-2019 17:31,KO09,KB55KTM48860,2.5,KO,true
GTA9447925,25-4-2019 18:02,NE00,VX68BAR38623,1.5,NE,true
EAL3086268,25-4-2019 18:03,AO19,TV81MAQ99005,2.8,EG,false
EHR8013934,25-4-2019 19:30,OO07,VJ92OYV94295,2.5,OO,true
DWW6386274,25-4-2019 19:33,OO05,QN23UHH39091,1.5,MR,false
GAQ9883249,25-4-2019 19:35,OO06,IC95TLY24827,2,OO,true
JAC9588933,25-4-2019 21:22,AO04,DV04FQL29609,3.1,AO,true
HHI6583386,25-4-2019 22:16,AO14,BM25PHF40639,13,AO,true
YTO2340247,25-4-2019 22:47,EG06,XE59BZM26378,2.5,EG,true
USA1222486,25-4-2019 23:14,NE02,NY14GZR94632,2.8,NE,true
ISE5450676,25-4-2019 23:32,EG05,TE24LCO18661,1.25,EG,true
DSJ1596812,25-4-2019 23:35,NE07,JV67MTI17124,1.5,NE,true
CRF6893189,26-4-2019 00:19,AO15,TZ48CCW54765,2.8,EG,false
ZYS2742870,26-4-2019 00:26,AO07,LG64ARC91224,13,AO,true
CFQ6091857,26-4-2019 01:25,AO11,HT62RDI04611,2.8,AO,true
HHO8506932,26-4-2019 01:29,GF00,MA30QLI76818,2.5,GF,true
MJV1090610,26-4-2019 01:37,EG06,IN99SEN20660,2.8,EG,true
XDW1571249,26-4-2019 01:50,KO03,QW79CHL42244,2.8,KO,true
WCI2522195,26-4-2019 01:59,EG08,MA30QLI76818,1,GF,false
YFQ7916335,26-4-2019 03:06,NE13,IA29IQS63679,1,NE,true
JNC7075071,26-4-2019 03:19,GF00,QN12NTR81378,2.8,GF,true
ZRN4486651,26-4-2019 03:40,NE02,PM58XHX45588,1.5,NE,true
KRF7302365,26-4-2019 03:44,AO18,PE73VJU23485,2.8,AO,true
UXT0838200,26-4-2019 04:50,NE05,EG95RTB75032,2.8,NE,true
IYJ4715140,26-4-2019 05:05,KO06,KB55KTM48860,2.5,KO,true
RIF5361846,26-4-2019 05:32,KO09,QO77TFN61853,2.2,KO,true
JWW4258936,26-4-2019 05:40,OO13,VJ92OYV94295,2.5,OO,true
KPO5395371,26-4-2019 05:59,EG11,DW44ZOO26361,1.25,EG,true
VOH0631717,26-4-2019 06:19,GF00,YX66XYW62640,3.1,GF,true
LOY8538599,26-4-2019 06:38,NE03,EV77EDV52985,1.5,NE,true
RQZ3473995,26-4-2019 06:54,KO09,UO75YNW62238,2.8,KO,true
JIE9681481,26-4-2019 07:24,MR08,IZ65WAT29135,3.1,MR,true
BZH9857300,26-4-2019 07:37,OO09,IN99SEN20660,2.8,EG,false
OUR3289959,26-4-2019 07:47,AO18,HE38BQH01623,2.8,MR,false
STR6564068,26-4-2019 08:24,EG06,DW44ZOO26361,1,EG,true
WMN6594846,26-4-2019 08:36,NE01,FY47TUN40300,2.5,NE,true
ACT1999865,26-4-2019 09:08,GF00,PF04UCA93312,3.1,GF,true
WED7620557,26-4-2019 11:34,EG03,EC02LZC49528,2.8,EG,true
TXE4014193,26-4-2019 12:03,MR05,UA13YTK28483,2.8,MR,true
VJP3491329,26-4-2019 12:30,GF00,CP56DAO45598,2.8,GF,true
RMV6384903,26-4-2019 12:39,AO00,XV40HUQ04740,2.8,OO,false
CQL3534041,26-4-2019 14:16,MR03,BI87HYL81972,1,MR,true
WVU0302608,26-4-2019 15:16,MR00,UA13YTK28483,2.8,MR,true
FFL1466986,26-4-2019 15:53,AO18,MX39VOS38645,2.8,AO,true
FYC0400942,26-4-2019 18:13,MR08,XV91YMP27722,2.5,MR,true
KQF0097011,26-4-2019 18:48,MR03,QO68DIC93032,2.5,MR,true
CXY7643052,26-4-2019 19:02,NE02,PM58XHX45588,1.5,NE,true
FKZ4615807,26-4-2019 20:07,AO13,SU00RDZ36214,2.8,AO,true
WSG8078188,26-4-2019 20:24,OO03,VJ92OYV94295,2.5,OO,true
MSY5502832,26-4-2019 21:27,KO01,RV87TIY76692,2.5,KO,true
XYZ4437016,26-4-2019 21:28,MR02,QN23UHH39091,2.5,MR,true
KHB8180575,26-4-2019 21:42,MR02,EC02LZC49528,1,EG,false
BJV9179493,26-4-2019 22:28,GF00,WU78BMX13511,1,GF,true
JJM4567510,27-4-2019 00:04,OO04,WG11QVY31890,1,OO,true
AOE4453564,27-4-2019 00:34,AO12,LG64ARC91224,13,AO,true
AZP9078883,27-4-2019 01:15,KO07,FL13UMN92207,2,KO,true
BHS4505177,27-4-2019 06:17,OO03,EG95RTB75032,1.25,NE,false
RMW9658459,27-4-2019 06:21,KO07,FL13UMN92207,1,KO,true
DCS0688909,27-4-2019 08:27,NE03,FY47TUN40300,1,NE,true
QQV8538577,27-4-2019 08:51,MR06,IZ65WAT29135,2,MR,true
DOT7555032,27-4-2019 10:50,AO05,BM25PHF40639,13,AO,true
LGZ2067675,27-4-2019 12:22,OO08,QX75YWC61835,2.5,OO,true
ATW2714043,27-4-2019 12:32,AO11,QN12NTR81378,2.8,GF,false
RYY4185377,27-4-2019 12:39,NE00,KB55KTM48860,2.8,KO,false
VCU5741312,27-4-2019 13:26,GF00,EN26OAB52983,1.25,GF,true
ROB0629668,27-4-2019 13:48,KO00,WY00MLL63827,1,KO,true
CSM6265229,27-4-2019 14:01,KO04,SU00RDZ36214,1.25,AO,false
KRU9834252,27-4-2019 14:27,AO07,DP11ENT03275,3.1,AO,true
WVG2955018,27-4-2019 14:58,NE02,HR53SRO94328,1.5,MR,false
SIJ8292664,27-4-2019 16:03,AO16,HT62RDI04611,2.8,AO,true
IEI3286968,27-4-2019 17:04,MR01,XV91YMP27722,2.8,MR,true
WDM0914689,27-4-2019 18:06,GF00,IO09FGE68100,2.8,GF,true
IVX6377761,27-4-2019 18:58,AO16,DP11ENT03275,3.1,AO,true
PPM5041409,27-4-2019 19:00,GF00,CP56DAO45598,2.8,GF,true
KAM2000803,27-4-2019 20:16,MR05,UA13YTK28483,2.8,MR,true
MSF4718239,27-4-2019 20:41,AO02,EE22TMX10817,2.8,OO,false
HTZ6710094,27-4-2019 22:00,NE01,NY14GZR94632,2.8,NE,true
OTY9688483,27-4-2019 23:04,OO12,LC72NRN52084,3.1,OO,true
YWZ1139803,27-4-2019 23:13,OO03,XV40HUQ04740,1,OO,true
HBX8348263,28-4-2019 00:11,AO11,YL27IFD65117,2,AO,true
QQK6537471,28-4-2019 00:51,KO01,KB55KTM48860,2.5,KO,true
JOU5437199,28-4-2019 02:47,AO12,VL67TFO75321,2.8,EG,false
MVB5043495,28-4-2019 03:53,MR07,EZ65FLV39493,2.8,MR,true
WXG5119978,28-4-2019 03:55,AO08,PE73VJU23485,2.8,AO,true
SNI3867955,28-4-2019 05:44,GF00,MP14WFM40909,2.8,GF,true
GSA1588361,28-4-2019 05:56,AO01,DP11ENT03275,3.1,AO,true
DKM9357688,28-4-2019 06:07,NE07,VX68BAR38623,1.5,NE,true
BOW9579452,28-4-2019 06:16,OO03,EM54HQI58682,2.8,OO,true
STO1962209,28-4-2019 07:04,KO01,DO24BCW15511,1.25,KO,true
BGW2487429,28-4-2019 09:12,MR05,QO68DIC93032,2.5,MR,true
XFS4482118,28-4-2019 09:58,NE01,DO24BCW15511,1.5,KO,false
UIO7411533,28-4-2019 10:59,OO10,LC72NRN52084,3.1,OO,true
LKP2179405,28-4-2019 11:29,OO08,AT19HLV57173,2.8,OO,true
DBY0693293,28-4-2019 13:56,AO09,RR73DWB65452,2.8,AO,true
XJI2665793,28-4-2019 14:46,NE04,SY96JDQ97089,2.8,AO,false
ZBA0486214,28-4-2019 15:28,OO06,JF94VYA88954,2.8,OO,true
OTJ1628009,28-4-2019 16:07,MR02,QN23UHH39091,2.8,MR,true
QLC7621293,28-4-2019 16:33,GF00,WU78BMX13511,1,GF,true
UOS0559709,28-4-2019 17:16,GF00,PF04UCA93312,3.1,GF,true
LEH7268045,28-4-2019 17:21,OO11,XV40HUQ04740,1,OO,true
EFF6897222,28-4-2019 19:24,KO00,ED51EWW52190,2.8,KO,true
QUV3419921,28-4-2019 19:29,GF00,WU78BMX13511,1,GF,true
OXA2947691,28-4-2019 20:10,MR07,BI87HYL81972,1,MR,true
RMX5755270,28-4-2019 20:24,OO01,QR03XCJ37459,2.8,OO,true
AKV8751210,28-4-2019 21:14,OO01,XV40HUQ04740,1,OO,true
PJB3984082,28-4-2019 23:30,NE14,SL09NOT64494,2,GF,false
TOD0804820,29-4-2019 00:40,NE13,EG95RTB75032,2.8,NE,true
ZPA6169257,29-4-2019 01:06,MR06,XF28DGK65250,2.5,GF,false
EMK9464442,29-4-2019 02:15,GF00,AT19HLV57173,13,OO,false
IUH9527907,29-4-2019 02:23,AO01,PE73VJU23485,2.8,AO,true
YCV3686664,29-4-2019 05:28,EG00,IW53OQE31439,2.8,EG,true
SYQ1040708,29-4-2019 05:36,EG05,IN99SEN20660,2.8,EG,true
VLD6181989,29-4-2019 06:10,GF00,CK97FAU13897,2.5,GF,true
MCS0486658,29-4-2019 06:25,MR03,EZ65FLV39493,2.8,MR,true
ZWR2927879,29-4-2019 07:19,NE08,NZ35XLQ89678,1.5,NE,true
DEF9246630,29-4-2019 08:39,OO10,WG11QVY31890,1,OO,true
SOS1731555,29-4-2019 10:29,KO02,MQ65WJJ60020,2,KO,true
MSH3641995,29-4-2019 10:30,AO17,UP28MBM38391,2.8,NE,false
EIK6253516,29-4-2019 12:07,AO00,DW44ZOO26361,2.8,EG,false
LSU4919166,29-4-2019 13:30,NE15,OY94SZK34436,2.5,NE,true
UJZ1762793,29-4-2019 14:01,KO05,RV87TIY76692,2.5,KO,true
WPC1468576,29-4-2019 14:30,NE07,EG95RTB75032,2.8,NE,true
LUM5614301,29-4-2019 14:40,KO00,JF94VYA88954,2,OO,false
WLS8939968,29-4-2019 15:25,AO10,IO09FGE68100,2.8,GF,false
RYQ8825723,29-4-2019 16:24,AO18,LG64ARC91224,13,AO,true
MVJ9504370,29-4-2019 16:27,AO08,LG64ARC91224,13,AO,true
ACH3020761,29-4-2019 16:41,OO06,VJ92OYV94295,2.5,OO,true
YBO8474934,29-4-2019 16:50,NE06,OY94SZK34436,2.5,NE,true
LIS2394484,29-4-2019 19:44,EG04,QU94IGC75528,2.8,EG,true
XKQ5721792,29-4-2019 20:22,KO07,JO50FSF60755,2.2,KO,true
RAY1523584,29-4-2019 20:24,EG02,MU06LHX94338,1.5,EG,true
AYV0582126,29-4-2019 22:53,AO10,BZ76ROL87339,1,AO,true
WJC3495776,29-4-2019 23:08,EG12,TV81MAQ99005,2.8,EG,true
IST4922985,29-4-2019 23:45,AO00,DP11ENT03275,3.1,AO,true
FSF6889828,29-4-2019 23:59,EG09,QU94IGC75528,1.25,EG,true
UCE2977061,30-4-2019 01:00,NE13,DW44ZOO26361,1.5,EG,false
VHQ6730196,30-4-2019 01:35,MR08,RR98KQE80731,1.25,MR,true
ONS9847875,30-4-2019 02:01,MR06,KF48RSD79865,2.8,MR,true
FKL5366216,30-4-2019 02:02,AO11,HT62RDI04611,2.8,AO,true
CNM8376906,30-4-2019 02:30,MR01,BI87HYL81972,1,MR,true
FQA3706442,30-4-2019 02:56,OO13,QR03XCJ37459,2.8,OO,true
ULW4707047,30-4-2019 03:36,OO05,VJ92OYV94295,2.5,OO,true
HKG9010388,30-4-2019 04:12,KO07,UO75YNW62238,2.8,KO,true
PNS3465778,30-4-2019 07:59,AO04,BK77KNV91142,2.8,OO,false
HKN5648424,30-4-2019 08:04,MR01,HR53SRO94328,13,MR,true
RAF3760080,30-4-2019 09:23,OO02,RK48BOP88344,2.8,OO,true
WQX8050565,30-4-2019 09:42,OO07,BZ76ROL87339,1,AO,false
TVI7730747,30-4-2019 10:09,MR02,BI87HYL81972,1,MR,true
XFK3343327,30-4-2019 10:34,AO09,LG64ARC91224,13,AO,true
YTD9586184,30-4-2019 11:05,GF00,CK97FAU13897,2.5,GF,true
YHT6044645,30-4-2019 11:17,OO00,XV40HUQ04740,1,OO,true
DSJ4237543,30-4-2019 13:34,KO03,QW79CHL42244,2.8,KO,true
ZAD7015296,30-4-2019 14:33,AO16,MX39VOS38645,2.8,AO,true
MQH0053490,30-4-2019 15:30,NE10,OY94SZK34436,2.5,NE,true
ZYF1855623,30-4-2019 15:49,MR05,QH15HWX24570,3.1,MR,true
INI2796872,30-4-2019 16:59,MR03,QH15HWX24570,3.1,MR,true
MSK4026286,30-4-2019 18:28,EG03,TZ48CCW54765,2,EG,true
ACY6052538,30-4-2019 18:41,AO03,AT19HLV57173,2.8,OO,false
VNY1980700,30-4-2019 19:34,MR00,EZ65FLV39493,2.8,MR,true
EXE5640371,30-4-2019 19:48,AO19,WG11QVY31890,2.8,OO,false
GVJ7363826,30-4-2019 20:47,OO01,AT19HLV57173,2.8,OO,true
LJL5319110,30-4-2019 21:37,AO06,BM25PHF40639,13,AO,true
EUL3216021,30-4-2019 21:52,EG02,CM15YCB60994,2,EG,true
CBV1290346,30-4-2019 23:28,MR05,KW50MJG67260,2.5,GF,false
OVB0586437,1-5-2019 00:14,MR01,QH15HWX24570,3.1,MR,true
VCP5229303,1-5-2019 01:03,NE03,QP02SYE47964,2.8,NE,true
XNN9366405,1-5-2019 01:24,MR07,YX66XYW62640,2.8,GF,false
JMP6047831,1-5-2019 01:31,MR04,QN23UHH39091,2.8,MR,true
UGW2665038,1-5-2019 02:25,EG10,FL13UMN92207,2.2,KO,false
PYG2869492,1-5-2019 03:00,KO01,QO77TFN61853,2.2,KO,true
FYV5876352,1-5-2019 03:12,EG07,XV91YMP27722,3.1,MR,false
THC1128037,1-5-2019 04:37,GF00,QN12NTR81378,2.8,GF,true
LQG4868897,1-5-2019 04:38,EG07,EC02LZC49528,2.8,EG,true
SQI1552318,1-5-2019 05:39,OO10,VJ92OYV94295,2.5,OO,true
PMP1077484,1-5-2019 07:11,EG07,IW53OQE31439,2.8,EG,true
HTY4189826,1-5-2019 08:32,GF00,XF28DGK65250,2,GF,true
NUF0334135,1-5-2019 10:11,GF00,BY85QGR11636,2.5,GF,true
KJY9473712,1-5-2019 10:18,GF00,XF28DGK65250,2,GF,true
RKJ7058775,1-5-2019 10:25,KO00,UO75YNW62238,2.8,KO,true
ZUB7833920,1-5-2019 10:36,GF00,CK97FAU13897,2.5,GF,true
AUW8151993,1-5-2019 10:43,EG09,EC02LZC49528,2.8,EG,true
OKH2209437,1-5-2019 10:56,MR00,HA82SCK64299,1.5,MR,true
LYA3607910,1-5-2019 11:21,MR08,QO68DIC93032,2.5,MR,true
HXZ8990426,1-5-2019 11:27,MR06,BI87HYL81972,1,MR,true
TGR1713862,1-5-2019 12:00,EG06,TE24LCO18661,1.25,EG,true
BNY7501632,1-5-2019 12:59,OO05,QR03XCJ37459,2.8,OO,true
CWP9432067,1-5-2019 13:06,GF00,WU78BMX13511,1,GF,true
IQA2551998,1-5-2019 13:10,EG04,RV87TIY76692,1,KO,false
HAJ0385641,1-5-2019 13:20,KO08,JO50FSF60755,2.2,KO,true
YXR1278631,1-5-2019 13:32,NE06,PD45WOT56494,1.25,NE,true
TTM9952199,1-5-2019 14:51,MR01,RR98KQE80731,1.25,MR,true
IWF1169892,1-5-2019 15:17,GF00,JE65QJK64802,2.8,GF,true
OBI2814068,1-5-2019 15:30,AO06,PM58XHX45588,2.8,NE,false
XIN9825389,1-5-2019 16:25,KO01,KB55KTM48860,2.5,KO,true
EEL7799324,1-5-2019 17:16,OO12,EE22TMX10817,2,OO,true
IIC2328693,1-5-2019 17:39,MR00,EZ65FLV39493,2.8,MR,true
ATT9867606,1-5-2019 18:09,MR08,QO68DIC93032,2.5,MR,true
FFV0750413,1-5-2019 18:20,KO03,QW79CHL42244,2.8,KO,true
FOH3552893,1-5-2019 18:39,KO05,HW75BKT77773,2.2,KO,true
JZI7819307,1-5-2019 19:04,MR03,UA13YTK28483,2.8,MR,true
LQN7160703,1-5-2019 19:20,NE02,QP02SYE47964,2.8,NE,true
LSC5082593,1-5-2019 20:22,EG04,XE59BZM26378,2.5,EG,true
KNO5907162,1-5-2019 21:31,NE07,IA29IQS63679,1,NE,true
LXZ7045823,2-5-2019 00:28,GF00,BY85QGR11636,2.5,GF,true
YCG8376241,2-5-2019 01:08,EG12,QU94IGC75528,1.25,EG,true
UYG7933717,2-5-2019 01:15,EG04,EC02LZC49528,2.8,EG,true
VHN6611616,2-5-2019 02:11,OO10,QX75YWC61835,2.5,OO,true
ZNL1182662,2-5-2019 02:42,AO03,LG64ARC91224,13,AO,true
EGU4928096,2-5-2019 05:01,EG03,EC02LZC49528,2.8,EG,true
AOV2018307,2-5-2019 05:24,MR06,QN23UHH39091,2.8,MR,true
TSU1683690,2-5-2019 05:43,AO05,RR73DWB65452,2.8,AO,true
TZT4542502,2-5-2019 06:01,KO00,SY96JDQ97089,2.2,AO,false
WZE6551255,2-5-2019 06:25,GF00,CK97FAU13897,2.5,GF,true
DRY9721545,2-5-2019 07:40,KO03,WY00MLL63827,1,KO,true
CON0728273,2-5-2019 07:43,MR08,UA13YTK28483,2.8,MR,true
FTH6510400,2-5-2019 08:25,KO05,QO77TFN61853,2.2,KO,true
EKT4195369,2-5-2019 08:29,NE07,IA29IQS63679,1,NE,true
XKL7724690,2-5-2019 09:02,OO07,IA29IQS63679,2,NE,false
